dataset	fold	nseqs_train	test_set	nseqs_test	micro	macro	weighted	Si	In	WE	SE
Round1	6	7963	test_retinopathy	1723	0.4230992455020313	0.1974221261101982	0.3302282241755185	0.03131115459882583	0.0	0.6112600536193029	0.14711729622266403
Round1	7	7963	test_set	711	0.3530239099859353	0.15114257327372083	0.22207759269390315	0.0	0.0	0.5136612021857924	0.09090909090909091
Round1	7	7963	test_retinopathy	1723	0.4852002321532211	0.19154038211913993	0.3450345559448435	0.03187250996015936	0.0	0.6549239391513211	0.07936507936507936
Round1	8	7963	test_set	711	0.36005625879043596	0.16318769719384024	0.24384234173115596	0.0	0.0	0.5071982281284607	0.14555256064690028
Round1	8	7963	test_retinopathy	1723	0.4788160185722577	0.1935229289841724	0.3415020129009492	0.01616161616161616	0.0	0.6507872426322163	0.10714285714285715
Round1	9	7963	test_set	711	0.3656821378340366	0.17571515836061039	0.2659291891657412	0.0	0.0	0.5068807339449541	0.19597989949748743
Round1	9	7963	test_retinopathy	1723	0.46952988972722	0.19432926117319582	0.3389903599033409	0.012096774193548388	0.0	0.6453464534645346	0.11987381703470032
Round1	10	7963	test_set	711	0.35161744022503516	0.1602930932625583	0.23941084008438446	0.0	0.0	0.49944008958566627	0.14173228346456693
Round1	10	7963	test_retinopathy	1723	0.4759141033081834	0.1917931461772249	0.3391285991753194	0.00814663951120163	0.0	0.650182407782732	0.10884353741496598
Round2	1	11823	test_set	711	0.35161744022503516	0.13572632386255612	0.19452108184742295	0.0	0.0	0.5184404636459431	0.024464831804281342
Round2	1	11823	test_retinopathy	1723	0.4973882762623331	0.17614557523477406	0.33704149299425934	0.0	0.0	0.6653666146645865	0.0392156862745098
Round2	2	11823	test_set	711	0.35443037974683544	0.13553555573492615	0.18929545843886963	0.0	0.015384615384615385	0.5267576075550892	0.0
Round2	2	11823	test_retinopathy	1723	0.4666279744631457	0.18524097153197236	0.33180584181864536	0.0	0.10031347962382446	0.640650406504065	0.0
Round2	3	11823	test_set	711	0.3530239099859353	0.13045738045738045	0.18495223558514695	0.0	0.0	0.5218295218295218	0.0
Round2	3	11823	test_retinopathy	1723	0.4997098084735926	0.17192400528872762	0.3359255218031256	0.0	0.0099009900990099	0.6669254658385092	0.010869565217391304
Round2	4	11823	test_set	711	0.3586497890295358	0.2035476868810202	0.23689003604615422	0.0	0.27838827838827834	0.5358024691358025	0.0
Round2	4	11823	test_retinopathy	1723	0.4329657573998839	0.2004797311489183	0.33083526422544945	0.0	0.18147448015122872	0.6204444444444445	0.0
Round2	5	11823	test_set	711	0.35443037974683544	0.1352131585016308	0.18877091928574335	0.0	0.015748031496062992	0.5251046025104602	0.0
Round2	5	11823	test_retinopathy	1723	0.4793964016250725	0.18435811792041826	0.33509495575822423	0.0	0.08727272727272728	0.6501597444089458	0.0
Round2	6	11823	test_set	711	0.35443037974683544	0.1308411214953271	0.18549627351236245	0.0	0.0	0.5233644859813084	0.0
Round2	6	11823	test_retinopathy	1723	0.4997098084735926	0.16666666666666669	0.33352679435093835	0.0	0.0	0.6666666666666667	0.0
Round2	7	11823	test_set	711	0.35443037974683544	0.1308411214953271	0.18549627351236245	0.0	0.0	0.5233644859813084	0.0
Round2	7	11823	test_retinopathy	1723	0.4985490423679629	0.17148357204210257	0.33502504669147226	0.0	0.009950248756218905	0.6651144741948001	0.010869565217391304
Round2	8	11823	test_set	711	0.35161744022503516	0.16476613838422882	0.21120206680921647	0.0	0.1206030150753769	0.5384615384615384	0.0
Round2	8	11823	test_retinopathy	1723	0.44573418456181085	0.1948445171849427	0.3302696833920206	0.0	0.15384615384615385	0.6255319148936169	0.0
Round2	9	11823	test_set	711	0.36146272855133615	0.20373366295239306	0.23814240761351305	0.0	0.27306273062730624	0.541871921182266	0.0
Round2	9	11823	test_retinopathy	1723	0.4329657573998839	0.19190419582064489	0.3259976687161344	0.0	0.1496881496881497	0.6179286335944298	0.0
Round2	10	11823	test_set	711	0.3488045007032349	0.18046749557412822	0.21986685296064815	0.0	0.19383259911894274	0.5280373831775702	0.0
Round2	10	11823	test_retinopathy	1723	0.4526987811955891	0.1949026647271827	0.3331568647445595	0.0	0.14669926650366746	0.6329113924050633	0.0
Round3a	1	16199	test_set	711	0.34177215189873417	0.24843462697231916	0.3422730038524559	0.0	0.2625298329355608	0.2789473684210526	0.4522613065326633
Round3a	1	16199	test_retinopathy	1723	0.1688914683691236	0.14827999096643074	0.13059598241938242	0.004123711340206186	0.2083739045764362	0.16633663366336632	0.21428571428571427
Round3a	2	16199	test_set	711	0.36849507735583686	0.2654169301312813	0.36589894787436883	0.0	0.28211586901763225	0.29015544041450775	0.4893964110929853
Round3a	2	16199	test_retinopathy	1723	0.1804991294254208	0.15882376790648145	0.15176078285881084	0.008230452674897118	0.20588235294117643	0.20689655172413796	0.21428571428571427
Round3a	3	16199	test_set	711	0.36286919831223624	0.263890485871705	0.36129177285573755	0.0	0.28497409326424866	0.3034825870646766	0.4671052631578947
Round3a	3	16199	test_retinopathy	1723	0.1746952988972722	0.1531907976131526	0.1418717892794295	0.004123711340206186	0.20943396226415092	0.18963831867057673	0.20956719817767655
Round3a	4	16199	test_set	711	0.36286919831223624	0.2527422918501687	0.3468687442891397	0.0	0.29166666666666663	0.22160664819944598	0.4976958525345622
Round3a	4	16199	test_retinopathy	1723	0.17817759721416132	0.15561093693777697	0.14603193708195833	0.0	0.20910973084886125	0.1994191674733785	0.21391484942886813
Round3a	5	16199	test_set	711	0.3924050632911392	0.28594299097926285	0.39589191241060984	0.0	0.26706231454005935	0.40948275862068967	0.46722689075630247
Round3a	5	16199	test_retinopathy	1723	0.1897852582704585	0.16505497159201896	0.16549539281691014	0.0	0.20661985957873624	0.23866790009250696	0.21493212669683256
Round3a	6	16199	test_set	711	0.3670886075949367	0.266011504047968	0.36720842314730456	0.0	0.26775956284153	0.33251833740831294	0.463768115942029
Round3a	6	16199	test_retinopathy	1723	0.18630295995356935	0.1624144305620135	0.15866075037101696	0.0	0.20867768595041325	0.22413793103448276	0.2168421052631579
Round3a	7	16199	test_set	711	0.37412095639943743	0.27217183424798785	0.3767778517400206	0.0	0.26775956284153	0.3474178403755869	0.4735099337748344
Round3a	7	16199	test_retinopathy	1723	0.18862449216482882	0.16390988930451014	0.16474948296606562	0.0	0.20675537359263052	0.23800738007380073	0.21087680355160934
Round3a	8	16199	test_set	711	0.3755274261603376	0.2719186315972424	0.3741959637742845	0.0	0.2833333333333333	0.32304038004750596	0.4813008130081301
Round3a	8	16199	test_retinopathy	1723	0.17527568195008705	0.15405483539470727	0.14824642274477118	0.008230452674897118	0.19915254237288135	0.20322886989553657	0.205607476635514
Round3a	9	16200	test_set	711	0.38677918424753865	0.28377438416265566	0.38977487695870056	0.0	0.2754491017964072	0.40973630831643004	0.44991212653778556
Round3a	9	16200	test_retinopathy	1723	0.1979106210098665	0.170851319140227	0.18109654705196748	0.0	0.19738167170191337	0.2721575649059982	0.2138660399529965
Round3a	10	16200	test_set	711	0.38255977496483823	0.274856614802267	0.38657962184532235	0.0	0.22981366459627328	0.4083333333333334	0.4612794612794613
Round3a	10	16200	test_retinopathy	1723	0.1967498549042368	0.17118214568681356	0.17534374614725476	0.004123711340206186	0.205607476635514	0.2552415679124886	0.2197558268590455
Round3b	1	23416	test_set	711	0.44022503516174405	0.32770477230121553	0.4461484400184638	0.0	0.351421188630491	0.4139433551198257	0.5454545454545454
Round3b	1	23416	test_retinopathy	1723	0.248984329657574	0.21282117493787214	0.23371737299092513	0.00819672131147541	0.23140495867768593	0.35625517812758906	0.2554278416347382
Round3b	2	23416	test_set	711	0.42756680731364277	0.31582061904324993	0.4300764738675525	0.0	0.3515439429928741	0.35696821515892424	0.5547703180212014
Round3b	2	23416	test_retinopathy	1723	0.22634939059779455	0.1965084573858501	0.20696572667953664	0.004098360655737705	0.2198443579766537	0.3079615048118985	0.25412960609911056
Round3b	3	23416	test_set	711	0.43319268635724334	0.3219964692693799	0.43639844588426857	0.0	0.35883905013192613	0.3869565217391304	0.5421903052064632
Round3b	3	23416	test_retinopathy	1723	0.23621590249564714	0.2043473738103964	0.22038567090311545	0.012295081967213115	0.22085889570552147	0.32991452991452996	0.254320987654321
Round3b	4	23416	test_set	711	0.4233473980309424	0.33430949969151325	0.42941677136575107	0.07142857142857144	0.35768261964735515	0.388646288209607	0.5194805194805194
Round3b	4	23416	test_retinopathy	1723	0.23911781775972143	0.2077484802805697	0.22344424743482746	0.012096774193548388	0.2153846153846154	0.33418584825234443	0.26932668329177056
Round3b	5	23416	test_set	711	0.44022503516174405	0.3448066123489443	0.44795681619834143	0.06896551724137931	0.3664459161147902	0.37185929648241206	0.5719557195571956
Round3b	5	23416	test_retinopathy	1723	0.23331398723157284	0.2118010392955948	0.21964079177167223	0.0584795321637427	0.22395326192794549	0.29946524064171126	0.2653061224489796
Round3b	6	23416	test_set	711	0.4416315049226441	0.3488870519778948	0.44777459519121054	0.07407407407407407	0.3768115942028986	0.4009009009009009	0.5437616387337058
Round3b	6	23416	test_retinopathy	1723	0.2431804991294254	0.21091322418662478	0.23094910126233661	0.020120724346076455	0.22200198216055503	0.34615384615384615	0.2553763440860215
Round3b	7	23417	test_set	711	0.4571026722925457	0.3457484568640989	0.45492771635340246	0.07407407407407407	0.34269662921348315	0.36104513064133015	0.6051779935275081
Round3b	7	23417	test_retinopathy	1723	0.2280905397562391	0.20892063843438563	0.2175579310537427	0.07736943907156674	0.21548117154811713	0.289048473967684	0.25378346915017463
Round3b	8	23417	test_set	711	0.4430379746835443	0.3384956505166288	0.4428288624206739	0.06896551724137931	0.3529411764705882	0.3448275862068966	0.587248322147651
Round3b	8	23417	test_retinopathy	1723	0.22286709228090543	0.2081807393622837	0.20919023347128637	0.0946969696969697	0.22422422422422425	0.26078971533516987	0.25301204819277107
Round3b	9	23417	test_set	711	0.45288326300984527	0.350134115110825	0.4623865601037278	0.06451612903225806	0.3370165745856354	0.427061310782241	0.5719424460431655
Round3b	9	23417	test_retinopathy	1723	0.23157283807312826	0.2066318021531257	0.21866433901057428	0.04365079365079365	0.2206477732793522	0.3091872791519435	0.2530413625304136
Round3b	10	23417	test_set	711	0.4669479606188467	0.35843989552497213	0.46749725690897764	0.06666666666666668	0.37894736842105264	0.39518072289156625	0.592964824120603
Round3b	10	23417	test_retinopathy	1723	0.2188044109112014	0.20053656741223855	0.20082840794590778	0.06627680311890838	0.22085889570552147	0.26046511627906976	0.2545454545454545
Round3c	1	17906	test_set	711	0.33755274261603374	0.2525612609999033	0.3112534701693354	0.0	0.3703703703703704	0.384	0.2558746736292428
Round3c	1	17906	test_retinopathy	1723	0.2861288450377249	0.20969379429214127	0.2746315375264098	0.0	0.2078708375378406	0.4674634794156707	0.16344086021505377
Round3c	2	17906	test_set	711	0.3333333333333333	0.22910227974052083	0.26587128580642794	0.0	0.36210526315789476	0.45762711864406774	0.09667673716012083
Round3c	2	17906	test_retinopathy	1723	0.3476494486360998	0.2356544572839353	0.31583263908492565	0.0	0.2169197396963124	0.543879907621247	0.1818181818181818
Round3c	3	17906	test_set	711	0.30520393811533053	0.19713308788976147	0.2163498530677714	0.0	0.3429844097995546	0.4391785150078989	0.006369426751592357
Round3c	3	17906	test_retinopathy	1723	0.3830528148578061	0.20282505360962647	0.31910043209831956	0.0	0.2129186602870813	0.5876288659793816	0.010752688172043012
Round3c	4	17906	test_set	711	0.2939521800281294	0.1931067152125871	0.20858059684281288	0.0	0.3540856031128405	0.4119718309859155	0.006369426751592357
Round3c	4	17906	test_retinopathy	1723	0.35519442832269293	0.20116856861860088	0.3077177350951248	0.0	0.20518358531317493	0.560655737704918	0.03883495145631068
Round3c	5	17906	test_set	711	0.29535864978902954	0.1935422942989693	0.2094543649180749	0.0	0.35270541082164325	0.41509433962264153	0.006369426751592357
Round3c	5	17906	test_retinopathy	1723	0.3644805571677307	0.19975999951218423	0.3114917896469391	0.0	0.20614035087719298	0.5717356260075228	0.021164021164021163
Round3c	6	17907	test_set	711	0.3459915611814346	0.15789629717470577	0.235624276641273	0.0	0.0	0.4943820224719101	0.13720316622691295
Round3c	6	17907	test_retinopathy	1723	0.4828786999419617	0.18454732510030913	0.33935640102069675	0.012170385395537527	0.0	0.6567881457749298	0.06923076923076923
Round3c	7	17907	test_set	711	0.35161744022503516	0.14866979655712048	0.21810524633368866	0.0	0.0	0.5092091007583964	0.08547008547008547
Round3c	7	17907	test_retinopathy	1723	0.4933255948926291	0.1775152072119382	0.3377217972658068	0.0	0.0	0.6656163844033084	0.04444444444444444
Round3c	8	17907	test_set	711	0.35161744022503516	0.1399034817565169	0.2019511591774031	0.0	0.0	0.5175718849840256	0.04204204204204204
Round3c	8	17907	test_retinopathy	1723	0.4950667440510737	0.18092814180376515	0.33927199612353814	0.004106776180698152	0.0	0.6640502354788069	0.05555555555555556
Round3c	9	17907	test_set	711	0.35443037974683544	0.1411391836000719	0.2037139046772138	0.0	0.0	0.5223880597014925	0.04216867469879517
Round3c	9	17907	test_retinopathy	1723	0.4962275101567034	0.17957938783926908	0.34275694548733476	0.024390243902439025	0.0	0.6653558788832087	0.028571428571428574
Round3c	10	17907	test_set	711	0.35161744022503516	0.1462599345488546	0.21382154075178733	0.0	0.0	0.5096774193548387	0.07536231884057971
Round3c	10	17907	test_retinopathy	1723	0.4962275101567034	0.18138723683576802	0.3403934216441488	0.004098360655737705	0.0	0.6664047151277014	0.055045871559633024
Round4a	1	77852	test_set	711	0.29957805907172996	0.17909634087458232	0.23222153321604136	0.0847457627118644	0.026490066225165566	0.48663101604278086	0.11851851851851852
Round4a	1	77852	test_retinopathy	1723	0.4991294254207777	0.33116332751586514	0.47681820278367676	0.5199999999999999	0.14758269720101783	0.6200335758254057	0.037037037037037035
Round4a	2	77852	test_set	711	0.3178621659634318	0.17169018320324947	0.202483322680415	0.07633587786259542	0.08974358974358976	0.5206812652068127	0.0
Round4a	2	77852	test_retinopathy	1723	0.5014509576320372	0.2956819445671003	0.45913721808283303	0.4820213799805636	0.06918238993710692	0.6315240083507307	0.0
Round4a	3	77852	test_set	711	0.31223628691983124	0.17863669567803783	0.23798823113516382	0.046511627906976744	0.04968944099378882	0.5164690382081686	0.10187667560321716
Round4a	3	77852	test_retinopathy	1723	0.5026117237376668	0.3189609378853316	0.4734258761834246	0.5328467153284672	0.1029810298102981	0.6196078431372548	0.02040816326530612
Round4a	4	77852	test_set	711	0.32208157524613223	0.1771487756831999	0.2240037985608061	0.07142857142857142	0.052631578947368425	0.5223880597014925	0.06214689265536723
Round4a	4	77852	test_retinopathy	1723	0.5084155542658154	0.3098862975112878	0.4739145384235733	0.5263157894736843	0.07932011331444758	0.6339092872570194	0.0
Round4a	5	77852	test_set	711	0.31926863572433195	0.20177891598829265	0.2680846212682544	0.08547008547008546	0.03947368421052632	0.48968363136176063	0.19248826291079812
Round4a	5	77852	test_retinopathy	1723	0.4991294254207777	0.33274854415796984	0.4787458193059301	0.5193578847969783	0.0896358543417367	0.624439461883408	0.0975609756097561
Round4a	6	77852	test_set	711	0.31223628691983124	0.16773110661268553	0.21491196345293614	0.06153846153846154	0.04166666666666667	0.5162907268170426	0.05142857142857143
Round4a	6	77852	test_retinopathy	1723	0.5130586186883344	0.32501294710154865	0.48132843314356805	0.5469314079422383	0.11602209944751382	0.6266816143497759	0.010416666666666666
Round4a	7	77852	test_set	711	0.31645569620253167	0.1725090531023345	0.22309371231572805	0.0625	0.040268456375838924	0.5188916876574308	0.06837606837606837
Round4a	7	77852	test_retinopathy	1723	0.502031340684852	0.30905775208709263	0.46919785385832646	0.5217391304347826	0.07932011331444758	0.624862486248625	0.010309278350515464
Round4a	8	77852	test_set	711	0.31926863572433195	0.18561561883415945	0.25088681439086163	0.05925925925925926	0.027777777777777776	0.518716577540107	0.13670886075949368
Round4a	8	77852	test_retinopathy	1723	0.5159605339524086	0.34234976277450196	0.4887279929592317	0.5478961504028649	0.14201183431952663	0.6259196378041879	0.05357142857142857
Round4a	9	77853	test_set	711	0.32208157524613223	0.1476363544584942	0.19127250388002978	0.056737588652482275	0.0	0.5338078291814946	0.0
Round4a	9	77853	test_retinopathy	1723	0.5217643644805572	0.28980062022915043	0.46414285687948603	0.4855721393034826	0.02390438247011952	0.6497259591429996	0.0
Round4a	10	77853	test_set	711	0.3136427566807314	0.15425353328643598	0.18941177507601023	0.09210526315789475	0.0	0.5249088699878492	0.0
Round4a	10	77853	test_retinopathy	1723	0.518282066163668	0.29896349301000463	0.46892430744435765	0.5241502683363148	0.037037037037037035	0.6346666666666667	0.0
Round4b	1	34221	test_set	711	0.33473980309423346	0.2754545876775398	0.30371963330537116	0.17777777777777778	0.25153374233128833	0.48125	0.1912568306010929
Round4b	1	34221	test_retinopathy	1723	0.3691236215902496	0.3288430775390952	0.39756517617541587	0.4885799404170804	0.16666666666666666	0.4350453172205438	0.22508038585209003
Round4b	2	34221	test_set	711	0.36990154711673695	0.30179158416895535	0.35998974050511645	0.14117647058823532	0.2671009771986971	0.4888888888888889	0.31
Round4b	2	34221	test_retinopathy	1723	0.3894370284387696	0.35152506464825334	0.4186166424863715	0.48472075869336145	0.19571045576407506	0.46525237746891007	0.2604166666666667
Round4b	3	34221	test_set	711	0.35724331926863573	0.2892238923800544	0.34139901541313666	0.14814814814814817	0.24437299035369772	0.4867394695787832	0.27763496143958866
Round4b	3	34221	test_retinopathy	1723	0.3789901334881021	0.3440511639905016	0.4092802970577521	0.4926931106471816	0.17525773195876285	0.44641537324464153	0.2618384401114206
Round4b	4	34221	test_set	711	0.36849507735583686	0.30946590095411763	0.3684562718103647	0.13861386138613863	0.2967741935483871	0.46589018302828616	0.33658536585365856
Round4b	4	34221	test_retinopathy	1723	0.3691236215902496	0.337776965723412	0.390958886987356	0.5072604065827686	0.1701534170153417	0.400312744331509	0.27338129496402874
Round4b	5	34221	test_set	711	0.3066104078762307	0.249717659207283	0.27404730340356487	0.1391304347826087	0.25806451612903225	0.46003262642740617	0.14164305949008496
Round4b	5	34221	test_retinopathy	1723	0.3685432385374347	0.3331941282740474	0.3901275239505175	0.5224880382775119	0.18137254901960784	0.39621152328334647	0.23270440251572327
Round4b	6	34221	test_set	711	0.36990154711673695	0.31109040740597865	0.3620603900522148	0.1797752808988764	0.26712328767123283	0.4739336492890995	0.3235294117647059
Round4b	6	34221	test_retinopathy	1723	0.37724898432965764	0.34536418932420465	0.40325450257305634	0.4928716904276985	0.18707015130674	0.42943854324734443	0.2720763723150358
Round4b	7	34221	test_set	711	0.38115330520393814	0.3160425190145877	0.383656833471682	0.1414141414141414	0.2724252491694352	0.48756218905472637	0.36276849642004777
Round4b	7	34221	test_retinopathy	1723	0.3702843876958793	0.33953473642942883	0.3944704701949779	0.4985279685966634	0.1718963165075034	0.41117145073700545	0.27654320987654324
Round4b	8	34221	test_set	711	0.3178621659634318	0.25360798015968433	0.2742799424486525	0.14953271028037385	0.2616822429906542	0.476780185758514	0.1264367816091954
Round4b	8	34221	test_retinopathy	1723	0.3702843876958793	0.32923780351633913	0.3929374571024574	0.5077519379844961	0.18316831683168316	0.41411042944785276	0.2119205298013245
Round4b	9	34221	test_set	711	0.32770745428973275	0.2653905715897244	0.2941639839669831	0.1415929203539823	0.2765273311897106	0.4772370486656201	0.16620498614958448
Round4b	9	34221	test_retinopathy	1723	0.36215902495647134	0.3240302645380467	0.3831342809615669	0.499532273152479	0.16731016731016732	0.398749022673964	0.23052959501557635
Round4b	10	34222	test_set	711	0.32770745428973275	0.26294061083832226	0.2895381365419217	0.14893617021276595	0.26666666666666666	0.47751937984496123	0.15864022662889515
Round4b	10	34222	test_retinopathy	1723	0.3946604759141033	0.35044932137144746	0.42321522449018995	0.49013499480789197	0.20286085825747724	0.47556528081692195	0.23323615160349853
Round3aNoRound2	1	12379	test_set	711	0.38115330520393814	0.2714529053992015	0.37725319857393413	0.0	0.23529411764705882	0.4298401420959148	0.4206773618538325
Round3aNoRound2	1	12379	test_retinopathy	1723	0.2704585026117237	0.21473314890898748	0.2609436787154759	0.0	0.21828103683492497	0.42712842712842713	0.21352313167259784
Round3aNoRound2	2	12379	test_set	711	0.39662447257383965	0.2866440638951343	0.3928927257047525	0.0	0.2743682310469314	0.4357142857142857	0.4364937388193202
Round3aNoRound2	2	12379	test_retinopathy	1723	0.2884503772489843	0.22767996628878567	0.2785227435631731	0.0	0.21717171717171715	0.45779685264663805	0.23575129533678754
Round3aNoRound2	3	12379	test_set	711	0.3924050632911392	0.27601887934070846	0.3899423465505094	0.0	0.2271062271062271	0.4015594541910331	0.47540983606557374
Round3aNoRound2	3	12379	test_retinopathy	1723	0.2640742890307603	0.21391772456497862	0.2545381979773723	0.0	0.2175732217573222	0.4117647058823529	0.22633297062023938
Round3aNoRound2	4	12379	test_set	711	0.38677918424753865	0.25953435928956126	0.37263314785793344	0.0	0.1722488038277512	0.43853820598006654	0.4273504273504274
Round3aNoRound2	4	12379	test_retinopathy	1723	0.2907719094602438	0.21963608802683734	0.27838833007687225	0.0	0.18666666666666668	0.4666217127444369	0.22525597269624573
Round3aNoRound2	5	12379	test_set	711	0.4177215189873418	0.293070988983643	0.4105790713621899	0.0	0.242914979757085	0.4609929078014185	0.4683760683760684
Round3aNoRound2	5	12379	test_retinopathy	1723	0.2843876958792803	0.22273451059942917	0.27325360405220084	0.0	0.2173913043478261	0.44975404075895997	0.22379269729093051
Round3aNoRound2	6	12379	test_set	711	0.4120956399437412	0.2817646210111573	0.39809122107575445	0.0	0.21296296296296297	0.4692556634304207	0.44483985765124556
Round3aNoRound2	6	12379	test_retinopathy	1723	0.3041207196749855	0.22806000952684574	0.2899222634684077	0.0	0.20433436532507743	0.48652202498356345	0.2213836477987421
Round3aNoRound2	7	12379	test_set	711	0.3952180028129395	0.28036320188036634	0.3902074010889278	0.0	0.2379182156133829	0.45342706502636204	0.4301075268817204
Round3aNoRound2	7	12379	test_retinopathy	1723	0.2739408009286129	0.2147642950134182	0.26412628322762743	0.0	0.2081081081081081	0.4353356890459364	0.21561338289962823
Round3aNoRound2	8	12379	test_set	711	0.4247538677918425	0.2829192562193945	0.40934114219526424	0.0	0.18811881188118815	0.44043321299638993	0.5031249999999999
Round3aNoRound2	8	12379	test_retinopathy	1723	0.2791642484039466	0.21455414293675257	0.27022050424350996	0.0	0.19410745233968804	0.4512534818941505	0.2128556375131717
Round3aNoRound2	9	12380	test_set	711	0.40646976090014064	0.2858227693807899	0.40077571847563637	0.0	0.24000000000000002	0.4357142857142857	0.46757679180887374
Round3aNoRound2	9	12380	test_retinopathy	1723	0.289611143354614	0.22521159681948338	0.2781132268265685	0.0	0.2181303116147309	0.4594031922276197	0.2233128834355828
Round3aNoRound2	10	12380	test_set	711	0.42616033755274263	0.29424485502535747	0.4189098822865706	0.0	0.22314049586776857	0.4505494505494506	0.5032894736842106
Round3aNoRound2	10	12380	test_retinopathy	1723	0.2785838653511317	0.21917242138195486	0.2699381470007935	0.0	0.2137628111273792	0.44523979957050824	0.217687074829932
